신고/허가번호,업소명,업종,업태,소재지(지번),소재지(도로명),전화번호,신고/허가일,영업장면적-조리장(㎡),영업장면적-객실(㎡),영업장면적-객석(㎡),영업장면적-갱의실(㎡),영업장면적-무도장(㎡),영업장면적-기타(㎡),화장실(업소내)(㎡),면적_작업장(㎡),면적_검사실(㎡),영업장면적_취식장(㎡),사무실면적(㎡),영업장진열판매면적(㎡),영업장창고보관면적(㎡)
19960131013,1988정통바베큐,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 393번지 25호 지상1층일부,"부산광역시 부산진구 중앙대로 915, 지상1층 (양정동)",,1996-01-11,7.5,0,27.3,0,0,1.65,3.13,0,0,0,0,0,0
19960131034,닭판오분전,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 361번지 28호 (2층),"부산광역시 부산진구 양지로 17, 2층 (양정동)",,1996-01-30,4.57,,79.97,,,,,0,0,0,0,0,0
19960131542,칠칠켄터키치킨,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 353번지 19호 (1층),"부산광역시 부산진구 양지로5번길 19, (양정동,(1층))",,1996-09-16,18,0,76.9,0,0,0,0,0,0,0,0,0,0
19960131320,끝장삼겹(끝장나게맛있는삼겹),일반음식점,통닭(치킨),부산광역시 부산진구 가야동 361번지 95호,"부산광역시 부산진구 엄광로 260, 1층 (가야동)",,1996-06-07,4.55,,20.39,,,,,0,0,0,0,0,0
19960131554,미쳐버린파닭,일반음식점,통닭(치킨),부산광역시 부산진구 가야동 423번지 5호,"부산광역시 부산진구 대학로 71, (가야동)",,1996-09-20,7,,39.75,,,,,0,0,0,0,0,0
19970131074,연지식당,일반음식점,통닭(치킨),부산광역시 부산진구 연지동 72번지 15호 (1층),"부산광역시 부산진구 성지로14번길 8, 1층 (연지동)",,1997-02-06,6.8,,10.4,,,,,0,0,0,0,0,0
19970131802,파전닭갈비,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 401번지 5호,"부산광역시 부산진구 거제대로22번길 16, (양정동)",,1997-11-21,8.61,,31.39,,,,,0,0,0,0,0,0
19970131312,생왕돈까스,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 219번지 1호 지상1층,"부산광역시 부산진구 중앙대로692번길 42, 지상1층 (부전동)",,1997-05-01,6.88,,16.37,,,,,0,0,0,0,0,0
19970131810,"코리엔탈깻잎치킨(가야,동의점)",일반음식점,통닭(치킨),부산광역시 부산진구 가야동 454번지 34호,"부산광역시 부산진구 대학로 70, 1층 (가야동)",,1997-11-26,4.62,,12.6,,,,,0,0,0,0,0,0
19980131072,처갓집양념치킨가야점,일반음식점,통닭(치킨),부산광역시 부산진구 가야동 82번지 17호,"부산광역시 부산진구 가야대로589번길 3, (가야동)",,1998-02-20,8.8,0,32.43,0,0,0,0,0,0,0,0,0,0
19990131318,17번지 닭한마리,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 271번지 20호,"부산광역시 부산진구 연수로 39, (양정동)",,1999-07-19,3.2,0,14.5,0,0,0,0,0,0,0,0,0,0
19990131738,교촌치킨,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 367번지 2호,"부산광역시 부산진구 동평로 46, (당감동)",,1999-12-06,6,0,51,0,0,0,0,0,0,0,0,0,0
19990131753,썬더치킨양정2호점,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 507번지 2호,"부산광역시 부산진구 범양로 127, (양정동)",,1999-12-10,9.5,,42.72,,,,3.36,0,0,0,0,0,0
20000131061,꼬꼬아찌,일반음식점,통닭(치킨),부산광역시 부산진구 가야동 454번지 3호,"부산광역시 부산진구 가야대로572번길 105, 1층 (가야동)",,2000-01-31,4.8,64.36,0,0,0,0,0,0,0,0,0,0,0
20000131282,가마솥돼지국밥,일반음식점,통닭(치킨),부산광역시 부산진구 부암동 500번지 22 화승삼성아파트(1층)-103,"부산광역시 부산진구 백양순환로 89, 22동 1층 103호 (부암동, 화승삼성아파트상가)",,2000-03-31,14.3,0,53.56,0,0,0,0,0,0,0,0,0,0
20000131299,맛있는닭도리탕,일반음식점,통닭(치킨),부산광역시 부산진구 초읍동 291번지 22호,"부산광역시 부산진구 새싹로 282, (초읍동)",,2000-04-07,12.73,0,69.17,,,,,0,0,0,0,0,0
20000131358,촌닭,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 177번지 0호,"부산광역시 부산진구 중앙대로680번가길 38, (부전동)",,2000-04-25,4.64,,14.17,,,,,0,0,0,0,0,0
20000131450,썬더치킨당감1호점,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 738번지 5호,"부산광역시 부산진구 당감서로80번길 9, (당감동)",,2000-05-24,4.5,,47.25,,,,2.25,0,0,0,0,0,0
20000131989,굽닭,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 53번지 6호 주공일반상가 53-4호,"부산광역시 부산진구 백양관문로 25-9, (개금동,주공일반상가 53-4호)",051-896-5221,2000-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0
20000131953,대패1900,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 168번지 447호 지상1층,"부산광역시 부산진구 중앙대로680번가길 52, 지상1층 (부전동)",,2000-10-16,25.81,,84.28,,,,6.09,0,0,0,0,0,0
20010131026,본죽양정점,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 508번지 2호,"부산광역시 부산진구 동평로 367, (양정동)",,2001-01-16,8.28,0,17.34,0,0,0,0,0,0,0,0,0,0
20010131155,양산꼬꼬,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 242번지 20호 지상1층,"부산광역시 부산진구 서면로 52, 지상1층 (부전동)",,2001-03-27,9.94,0,43.26,0,0,,0,0,0,0,0,0,0
20010131179,노랑통닭서면2호점,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 232번지 12호 지상1층,"부산광역시 부산진구 신천대로62번길 52, 지상1층 (부전동)",,2001-03-31,11.13,,98.85,,,,7.29,0,0,0,0,0,0
20010131244,동키치킨(양정점),일반음식점,통닭(치킨),부산광역시 부산진구 양정동 336번지 2호,"부산광역시 부산진구 연수로 12, (양정동)",,2001-04-23,9.52,0,19.28,0,0,0,0,0,0,0,0,0,0
20010131433,부산통닭,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 242번지 32호,"부산광역시 부산진구 서면로68번길 38, 지상1층 (부전동)",,2001-06-08,7,,73.69,,,,6.75,0,0,0,0,0,0
20010131691,티바두마리치킨,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 360번지 11호 (1층),"부산광역시 부산진구 진남로 501-1, (양정동,(1층))",,2001-08-04,6.93,0,24.7,0,0,0,1.4,0,0,0,0,0,0
20010131741,아메리칸숯불바베큐,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 69번지 13호,"부산광역시 부산진구 가야대로703번길 34, (당감동)",051-891-9105,2001-08-30,7.56,0,14.04,0,0,0,0,0,0,0,0,0,0
20010131753,퓨전포차,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 369번지 16호,"부산광역시 부산진구 동평로420번길 11, (양정동)",,2001-09-01,11.7,,40.32,,,,,0,0,0,0,0,0
20010131764,다기야기,일반음식점,통닭(치킨),부산광역시 부산진구 부암동 80번지 62호 (<=지번정정:부암동 80-21),"부산광역시 부산진구 새싹로 93-9, (부암동,(<=지번정정:부암동 80-21))",051-817-9280,2001-09-05,8.28,0,63.72,0,0,0,2.1,0,0,0,0,0,0
20010131784,처갓집양념치킨개금엘지점,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 463번지 9호 외 1필지(1층),"부산광역시 부산진구 백양대로 309, (개금동,외 1필지(1층))",051-896-4480,2001-09-10,11.2,0,53.9,0,0,0,0,0,0,0,0,0,0
20010132109,한방백숙,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 419번지 25호,"부산광역시 부산진구 개금본동로 81-1, (개금동)",,2001-12-17,4.06,0,22.05,0,0,0,0,0,0,0,0,0,0
20010132119,샤오시안,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 168번지 96호 지상1-3층,"부산광역시 부산진구 중앙대로680번가길 49, 지상1-3층 (부전동)",,2001-12-22,26.28,0,114.72,0,0,0,7.26,0,0,0,0,0,0
20020131170,덤,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 170번지 6호 지상1층,"부산광역시 부산진구 중앙대로702번길 46-5, 지상1층 (부전동)",,2002-02-26,4.05,0,10.95,0,0,0,0,0,0,0,0,0,0
20020131181,비비큐 전포점,일반음식점,통닭(치킨),부산광역시 부산진구 전포동 192번지 3호,"부산광역시 부산진구 서전로67번길 39, (전포동)",,2002-03-02,8.84,9.36,,,,,1.21,0,0,0,0,0,0
20020131368,맨스치킨본점,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 198번지 5호 지상1층,"부산광역시 부산진구 신천대로50번길 66, 1층 (부전동)",,2002-04-29,25.16,,98.28,,,,8.32,0,0,0,0,0,0
20020131590,멕시칸치킨,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 44번지 1호,"부산광역시 부산진구 진남로572번길 9, (양정동)",051-867-6941,2002-07-16,6.25,8.75,24,,,,,0,0,0,0,0,0
20020131685,교촌치킨연지점,일반음식점,통닭(치킨),부산광역시 부산진구 연지동 40번지 12호 지상1층,"부산광역시 부산진구 동평로 299, (연지동, 지상1층)",,2002-08-28,23.3,0,18.54,0,0,16.94,8.85,0,0,0,0,0,0
20020131810,다계촌,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 500번지 18호,"부산광역시 부산진구 당감로17번길 75, (당감동)",,2002-09-30,14.72,0,52.9,0,0,0,1.4,0,0,0,0,0,0
20020131830,치킨삼파전,일반음식점,통닭(치킨),부산광역시 부산진구 부암동 580번지,"부산광역시 부산진구 당감서로94번길 32, 1층 (부암동)",,2002-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0
20020131873,맥시칸,일반음식점,통닭(치킨),부산광역시 부산진구 범천동 1256번지 2호 항도타워맨션 상가-101,"부산광역시 부산진구 신암로 74, 101호 (범천동, 항도타워맨션상가 )",,2002-10-29,14.4,0,14.4,0,0,0,0,0,0,0,0,0,0
20020131904,양파닭,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 401번지 9호,"부산광역시 부산진구 거제대로22번길 10, (양정동)",,2002-11-07,6,,19.2,,,,,0,0,0,0,0,0
20030131049,만카이,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 168번지 76호 지상2층,"부산광역시 부산진구 중앙대로680번가길 61, 지상2층 (부전동)",,2003-01-29,12,,64,,,,,0,0,0,0,0,0
20030131193,더썬치킨양정점,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 391번지 11호 (1층),"부산광역시 부산진구 중앙대로909번길 18, (양정동,(1층))",051-462-2319,2003-04-25,7.95,0,48.65,0,0,0,4.47,0,0,0,0,0,0
20030131303,멕시카나치킨,일반음식점,통닭(치킨),부산광역시 부산진구 초읍동 218번지 4호,"부산광역시 부산진구 성지로43번길 66, (초읍동)",051-8075-767,2003-05-28,,,,,,,,,,,,,
20030131396,금하루,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 319번지 8호 (1층),"부산광역시 부산진구 동평로405번길 17, (양정동,(1층))",,2003-06-24,4.26,0,31,0,0,0,0,0,0,0,0,0,0
20030131431,로빈슨치킨,일반음식점,통닭(치킨),부산광역시 부산진구 전포동 146번지 2호,"부산광역시 부산진구 전포대로300번길 45, (전포동)",051-804-8119,2003-07-08,9.94,0,21.47,0,0,0,0,0,0,0,0,0,0
20030131465,멕시칸치킨,일반음식점,통닭(치킨),부산광역시 부산진구 범전동 406번지 5호 외1필지,"부산광역시 부산진구 새싹로58번길 7, (범전동,외1필지)",051-805-5780,2003-07-21,19.74,,20.68,,,,,0,0,0,0,0,0
20030131471,처갓집양념통닭,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 276번지 4호 (1층),"부산광역시 부산진구 동평로405번길 77, 1층 (양정동)",051-867-5443,2003-07-22,11.37,0,37.16,0,0,0,0,0,0,0,0,0,0
20030131558,홈팝참치,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 362번지 4호 외2필지,"부산광역시 부산진구 동평로 63, (당감동,외2필지)",,2003-08-29,5.48,0,21.41,0,0,0,0,0,0,0,0,0,0
20030131582,더썬치킨개금점,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 615번지 17호 (1층),"부산광역시 부산진구 엄광로 19, 1층 (개금동)",,2003-09-09,8.9,0,54.2,0,0,0,0,0,0,0,0,0,0
20030131740,동근이숯불두마리치킨,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 515번지 6호 (1층),,,2003-11-21,9,0,25.42,0,0,0,1.84,0,0,0,0,0,0
20030131758,몽짬뽕,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 540번지 54호,"부산광역시 부산진구 엄광로44번길 6, 2층 (개금동)",,2003-12-02,15,,30,,,,,0,0,0,0,0,0
20030131798,꼬꼬림,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 467번지 15호,"부산광역시 부산진구 가야대로765번길 11, (부전동)",051-804-7026,2003-12-18,,,,,,,,,,,,,
20030131806,지코바숯불치킨전포점,일반음식점,통닭(치킨),부산광역시 부산진구 전포동 308번지 22호,"부산광역시 부산진구 전포대로210번길 27, (전포동)",051-809-9927,2003-12-23,11.48,0,19.24,0,0,0,0,0,0,0,0,0,0
20040131067,황금닭도리,일반음식점,통닭(치킨),부산광역시 부산진구 가야동 507번지 4호,"부산광역시 부산진구 가야공원로 60, (가야동)",,2004-02-17,17.65,0,23.06,0,0,0,2.52,0,0,0,0,0,0
20040131088,동키치킨,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 351번지 15호,"부산광역시 부산진구 부전로152번길 37, (부전동)",051-881-3780,2004-03-03,6.08,,10.97,,,,,0,0,0,0,0,0
20040131135,또래오래범천점,일반음식점,통닭(치킨),부산광역시 부산진구 범천동 859번지 16호 세운이노빌 (1층)-105,"부산광역시 부산진구 황령대로 23, 세운이노빌동 105호 (범천동,(1층))",051-904-7941,2004-03-31,,,,,,,,,,,,,
20040131183,하렘(HAREM),일반음식점,통닭(치킨),부산광역시 부산진구 부전동 168번지 447호 지하1층,"부산광역시 부산진구 중앙대로680번가길 52, 지하1층 (부전동)",,2004-04-22,13.97,,109.61,,,13.78,,0,0,0,0,0,0
20040131446,네네치킨,일반음식점,통닭(치킨),부산광역시 부산진구 범전동 63번지 6호,"부산광역시 부산진구 범양로 43, (범전동)",051-817-5797,2004-06-24,15.2,,21.09,,,8,,0,0,0,0,0,0
20040131472,미쳐버린파닭,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 350번지 61호,"부산광역시 부산진구 중앙대로910번길 15, (양정동)",,2004-06-30,5.32,0,31.73,0,0,0,3.78,0,0,0,0,0,0
20040131490,네네치킨,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 702번지 1호 외 1필지,"부산광역시 부산진구 백양순환로28번길 50, (당감동,외 1필지)",,2004-07-03,12.54,,10.44,,,,,0,0,0,0,0,0
20040131586,정이든삼겹살,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 168번지 320호 1층,"부산광역시 부산진구 동천로85번길 8, 1층 (부전동)",051-805-6101,2004-07-23,12.96,,83.18,,,4.86,,0,0,0,0,0,0
20040131987,네네치킨,일반음식점,통닭(치킨),부산광역시 부산진구 가야동 612번지 24호,"부산광역시 부산진구 냉정로 262-1, (가야동)",,2004-11-05,12,0,16,0,0,0,0,0,0,0,0,0,0
20050131075,빨간병아리,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 242번지 5호 (2층),"부산광역시 부산진구 서면로68번길 46, (부전동,(2층))",,2005-02-03,11.78,,58.48,,,,3.84,0,0,0,0,0,0
20050131108,노랑통닭,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 733번지 4호 외1필지,"부산광역시 부산진구 당감로 63-6, (당감동,외1필지)",,2005-02-24,5.6,0,93.1,0,0,0,2.8,0,0,0,0,0,0
20050131146,타코비,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 358번지 6호 (1층),"부산광역시 부산진구 진남로 494, 1층 (양정동)",,2005-03-11,10.62,0,2.88,0,0,0,0,0,0,0,0,0,0
20050131366,삿포로쿠마,일반음식점,통닭(치킨),"부산광역시 부산진구 부전동 168번지 263호 외1필지, 지상1층","부산광역시 부산진구 중앙대로680번가길 56, 지상1층 (부전동)",,2005-06-03,,,,,,,,,,,,,
20050131453,굽네치킨부암점,일반음식점,통닭(치킨),부산광역시 부산진구 부암동 410번지 2호 외1필지 (1층일부),"부산광역시 부산진구 백양순환로 137-1, (부암동,외1필지 (1층일부))",,2005-07-12,17.36,,44.04,,,,,0,0,0,0,0,0
20050131724,비비큐범내골점,일반음식점,통닭(치킨),부산광역시 부산진구 범천동 879번지 2호,"부산광역시 부산진구 중앙대로 584, 3층 311(일부)호 (범천동, 서면베르빌2)",051-647-7800,2005-11-15,24.66,0,5.44,19.9,0,0,0,0,0,0,0,0,0
20050131760,티바두마리치킨당감점,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 807번지 4호 당감동일스위트상가3층-207,"부산광역시 부산진구 백양관문로 105-32, 3층 207호 (당감동, 당감동일스위트상가)",051-892-9595,2005-11-30,15.96,,14.28,,,,,0,0,0,0,0,0
20060131035,피쉬헤드브루어,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 168번지 345호 (1층일부),"부산광역시 부산진구 동천로85번길 15, (부전동,(1층일부))",,2006-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0
20060131085,더도이돈포겟,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 168번지 98호,"부산광역시 부산진구 중앙대로680번가길 53, 1층 (부전동)",,2006-02-28,31.68,,132.93,,,,7.75,0,0,0,0,0,0
20060131155,구닭다리,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 1번지 12호 106 동원화인아파트상가-213,,,2006-03-23,10.64,0,20.16,0,0,0,0,0,0,0,0,0,0
20060131157,치킨신드롬,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 447번지 16호,"부산광역시 부산진구 백양대로 314, (개금동)",051-891-4869,2006-03-24,14.52,0,12.42,0,0,0,0,0,0,0,0,0,0
20060131200,처갓집양념치킨,일반음식점,통닭(치킨),부산광역시 부산진구 범천동 851번지 1호,"부산광역시 부산진구 황령대로18번길 37, (범천동)",051-631-8230,2006-04-14,5.44,0,9.8,0,0,0,0,0,0,0,0,0,0
20060131263,지코바숯불치킨,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 455번지 신개금엘지아파트상가-204,,,2006-04-28,8.5,0,5.78,0,0,0,0,0,0,0,0,0,0
20060131356,티바두마리치킨피자,일반음식점,통닭(치킨),부산광역시 부산진구 가야동 288번지 10호,"부산광역시 부산진구 가야대로572번길 36, 1층 (가야동)",,2006-06-20,26,,48.23,,,,3.25,0,0,0,0,0,0
20060131448,육회상회,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 153번지 5호 지상1층,"부산광역시 부산진구 서전로10번길 7, 지상1층 (부전동)",,2006-08-14,13.2,,25.61,,,,,0,0,0,0,0,0
20060131565,피에스타치킨,일반음식점,통닭(치킨),부산광역시 부산진구 전포동 373번지 32호,"부산광역시 부산진구 황령대로64번길 13, (전포동)",,2006-10-19,6.65,0,8.53,0,0,0,0,0,0,0,0,0,0
20070131142,범천점굽네치킨,일반음식점,통닭(치킨),부산광역시 부산진구 범천동 850번지 15호,"부산광역시 부산진구 황령대로18번길 38, (범천동)",,2007-03-16,8.45,0,32.6,0,0,0,1,0,0,0,0,0,0
20070131196,"굽네치킨개금1,2동점",일반음식점,통닭(치킨),부산광역시 부산진구 개금동 540번지 195호 외1필지,"부산광역시 부산진구 엄광로 52-1, (개금동,외1필지)",051-253-5094,2007-04-05,12.6,0,18.2,0,0,0,0,0,0,0,0,0,0
20070131207,굽네치킨초읍연지점,일반음식점,통닭(치킨),부산광역시 부산진구 초읍동 496번지 1호,"부산광역시 부산진구 성지로104번길 46, (초읍동)",,2007-04-11,10,0,18.2,0,0,0,0,0,0,0,0,0,0
20070131289,코코로,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 525번지,"부산광역시 부산진구 거제대로 26, (양정동)",,2007-05-15,20.1,,34.02,,,,,0,0,0,0,0,0
20070131371,블랙타운치킨호프,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 67번지 3호,"부산광역시 부산진구 가야대로703번길 39, 2층 (당감동)",,2007-06-21,0,0,35.04,0,0,0,0,0,0,0,0,0,0
20070131382,굽네치킨전포점,일반음식점,통닭(치킨),부산광역시 부산진구 전포동 308번지 14호 (1층),"부산광역시 부산진구 서전로58번길 51, (전포동,(1층))",,2007-06-27,16,,27.4,,,,5,0,0,0,0,0,0
20070131463,우리동네족발하우스,일반음식점,통닭(치킨),"부산광역시 부산진구 부암동 303번지 6호 럭키무지개아파트상가5동 2호,3호","부산광역시 부산진구 신천대로 279, 1층 (부암동, 럭키무지개아파트상가5동 2호,3호)",051-336-4103,2007-07-31,14.17,,12.53,,,,,0,0,0,0,0,0
20070131548,BHC초읍 연지점,일반음식점,통닭(치킨),부산광역시 부산진구 초읍동 208번지 6호,"부산광역시 부산진구 성지로 94, 지상1 일부층 (초읍동)",,2007-09-18,0,0,0,0,0,45.71,0,0,0,0,0,0,0
20070131631,장충족발올리브치킨,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 361번지 9호,"부산광역시 부산진구 백양대로238번길 11, (개금동)",051-893-9904,2007-11-08,19.1,,13.2,,,,5,0,0,0,0,0,0
20070131634,서면집,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 256번지 6호,"부산광역시 부산진구 서면로 56, (부전동)",051-809-8000,2007-11-08,,,,,,,,,,,,,
20070131635,홍콩나이트,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 168번지 160호 지상1층,"부산광역시 부산진구 서전로10번길 45-12, 지상1층 (부전동)",,2007-11-09,,,,,,,,,,,,,
20070131667,무봤나촌닭당감점,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 751번지 13호,"부산광역시 부산진구 당감서로 77, (당감동)",,2007-11-30,11.3,,26.8,,,,,0,0,0,0,0,0
20070131681,호성푸드,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 316번지 22호,"부산광역시 부산진구 거제대로74번길 17, (양정동)",,2007-12-07,12.09,,6.2,,,,,0,0,0,0,0,0
20080131054,딥앤조이,일반음식점,통닭(치킨),부산광역시 부산진구 전포동 285번지 4호,"부산광역시 부산진구 동성로 62-1, (전포동)",051-808-9225,2008-02-05,17.9,,10,,,,,0,0,0,0,0,0
20080131132,개금통닭,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 171번지 48호 번지,"부산광역시 부산진구 냉정로 227, (개금동,번지)",051-898-0084,2008-03-26,6,,23.04,,,,,0,0,0,0,0,0
20080131156,한양왕족발,일반음식점,통닭(치킨),부산광역시 부산진구 가야동 454번지 2호 1,"부산광역시 부산진구 대학로 65-1, 1층 (가야동)",,2008-04-14,11.73,,9.29,,,,,0,0,0,0,0,0
20080131164,네네치킨신개금점,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 380번지 1호 번지,"부산광역시 부산진구 개금본동로23번길 22, (개금동,번지)",051-892-4492,2008-04-18,10.13,,8.38,,,14.25,,0,0,0,0,0,0
20080131171,땅땅치킨서면점,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 224번지 2호,"부산광역시 부산진구 중앙대로680번길 52, (부전동)",,2008-04-22,14.4,70.72,,,,,4.32,0,0,0,0,0,0
20080131193,신꼬꼬닭발,일반음식점,통닭(치킨),부산광역시 부산진구 초읍동 288번지 32호 (1층),"부산광역시 부산진구 새싹로 268, 1층 (초읍동)",,2008-05-01,5.04,,26.41,,,,,0,0,0,0,0,0
20080131244,티바두마리치킨,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 359번지 6호 (1충),"부산광역시 부산진구 개금본동로9번길 17, (개금동,(1충))",,2008-05-22,0,0,0,0,0,15.35,0,0,0,0,0,0,0
20080131308,비비큐,일반음식점,통닭(치킨),부산광역시 부산진구 연지동 375번지 14호 (1층),"부산광역시 부산진구 새싹로 157, (연지동,(1층))",,2008-06-18,25.64,,19.35,,,,2.88,0,0,0,0,0,0
20080131465,교촌치킨,일반음식점,통닭(치킨),부산광역시 부산진구 범천동 1278번지 11호 1층,"부산광역시 부산진구 신암로 55-1, 1층 (범천동)",,2008-09-12,26.63,,20.46,,,2.76,4.02,0,0,0,0,0,0
20080131483,맥시칸치킨,일반음식점,통닭(치킨),부산광역시 부산진구 범천동 944번지 1호 108 경남@상가-111,"부산광역시 부산진구 신암로 34, 108동 111호 (범천동, 경남@상가)",051-638-9922,2008-09-26,4.2,,19.2,,,,,0,0,0,0,0,0
20080131593,"호식이두마리치킨(연지,초읍점)",일반음식점,통닭(치킨),부산광역시 부산진구 연지동 340번지 28호,"부산광역시 부산진구 동평로223번길 95, 1층 (연지동)",,2008-11-21,9.11,,17.01,,,5.95,1.07,0,0,0,0,0,0
20080131629,처갓집양념통닭범천2호점,일반음식점,통닭(치킨),부산광역시 부산진구 범천동 1054번지 101 서면 e-편한세상상가-103,"부산광역시 부산진구 가야대로 702, 101동 103호 (범천동, 서면 e-편한세상상가)",,2008-12-10,15.75,0,36.54,0,0,0,0,0,0,0,0,0,0
20090131171,처가집양념치킨,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 455번지 신개금엘지아파트-205,,,2009-04-08,8.38,,7.01,,,,,0,0,0,0,0,0
20090131182,오븐에꾸운닭,일반음식점,통닭(치킨),부산광역시 부산진구 연지동 353번지 1호 107 세동한신아파트-103,"부산광역시 부산진구 새싹로 189, (연지동)",,2009-04-14,13.36,,24.1,,,,,0,0,0,0,0,0
20090131187,연화리해물포차(연지점),일반음식점,통닭(치킨),부산광역시 부산진구 연지동 177번지 9호 번지(1층),"부산광역시 부산진구 연지로 6, (연지동,번지(1층))",,2009-04-16,5.55,,38.9,,,,1.83,0,0,0,0,0,0
20090131215,비에이치씨(BHC)치킨,일반음식점,통닭(치킨),부산광역시 부산진구 양정동 506번지 27호 (1층),"부산광역시 부산진구 범양로125번길 13, (양정동,(1층))",,2009-05-01,16.66,0,28.49,0,0,38.07,6,0,0,0,0,0,0
20090131257,치킨팟,일반음식점,통닭(치킨),부산광역시 부산진구 가야동 416번지 21호 (1층),"부산광역시 부산진구 대학로 79-2, 1층 (가야동)",051-632-7779,2009-05-20,13.77,18.67,22.89,,,,,0,0,0,0,0,0
20090131323,가라지,일반음식점,통닭(치킨),부산광역시 부산진구 부전동 215번지 3호 (1층 일부),"부산광역시 부산진구 중앙대로680번가길 15, (부전동,(1층 일부))",,2009-06-23,26.7,0,82.4,0,0,0,3.1,0,0,0,0,0,0
20090131333,밴드,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 516번지 4호 번지(나 상가2) 1층,"부산광역시 부산진구 백양관문로 10, (당감동,번지(나 상가2) 1층)",,2009-06-26,13.47,,15.13,,,,,0,0,0,0,0,0
20090131485,짝꿍두마리치킨,일반음식점,통닭(치킨),부산광역시 부산진구 당감동 699번지 78호 번지(1층일부),"부산광역시 부산진구 당감서로 105, (당감동,번지(1층일부))",,2009-08-28,6.24,,15.66,,,,,0,0,0,0,0,0
20090131490,닭꾸버,일반음식점,통닭(치킨),부산광역시 부산진구 부암동 413번지 18호,"부산광역시 부산진구 백양순환로 123-1, 1층 (부암동)",,2009-08-31,11.93,7.95,32,,,,,0,0,0,0,0,0
20090131578,페리카나개금점,일반음식점,통닭(치킨),부산광역시 부산진구 개금동 18번지 (1층),"부산광역시 부산진구 개금본동로 32, (개금동,(1층))",,2009-10-01,8.31,0,31.02,0,0,,0,0,0,0,0,0,0
